"ts";"value"
"2017-02-03 08:12:21.000000";"58,4226"
"2017-02-03 08:12:23.000000";"58,0271"
"2017-02-03 08:12:24.000000";"69,1244"
"2017-02-03 08:12:26.000000";"69,0449"
"2017-02-03 08:12:27.000000";"77,821"
"2017-02-03 08:12:37.000000";"63,8978"
"2017-02-03 08:12:38.000000";"68,3371"
"2017-02-03 08:12:40.000000";"68,0272"
"2017-02-03 08:12:41.000000";"77,7202"
"2017-02-03 08:12:43.000000";"77,0218"
"2017-02-03 08:12:45.000000";"72,7273"
"2017-02-03 08:12:48.000000";"72,0288"
"2017-02-03 08:12:49.000000";"80,3213"
"2017-02-03 08:12:51.000000";"88,6263"
"2017-02-03 08:12:53.000000";"88,1057"
"2017-02-03 08:12:55.000000";"41,4651"
"2017-02-03 08:12:58.000000";"41,0116"
"2017-02-03 08:12:59.000000";"70,5053"
"2017-02-03 08:13:00.000000";"72,5514"
"2017-02-03 08:13:02.000000";"72,0288"
"2017-02-03 08:13:04.000000";"72,0288"
"2017-02-03 08:13:05.000000";"72,0288"
"2017-02-03 08:13:06.000000";"90,3614"
"2017-02-03 08:13:08.000000";"90,0901"
"2017-02-03 08:13:09.000000";"128,48"
"2017-02-03 08:13:10.000000";"64,2398"
"2017-02-03 08:13:11.000000";"83,5655"
"2017-02-03 08:13:12.000000";"81,5217"
"2017-02-03 08:13:13.000000";"83,4492"
"2017-02-03 08:13:14.000000";"84,9858"
"2017-02-03 08:13:15.000000";"80"
"2017-02-03 08:13:19.000000";"80"
"2017-02-03 08:13:21.000000";"80"
"2017-02-03 08:13:29.000000";"80"
"2017-02-03 08:13:30.000000";"78,7402"
"2017-02-03 08:13:31.000000";"78,0234"
"2017-02-03 08:13:32.000000";"72,3764"
"2017-02-03 08:13:33.000000";"71,4286"
"2017-02-03 08:13:35.000000";"157,48"
"2017-02-03 08:13:36.000000";"47,2069"
"2017-02-03 08:13:37.000000";"79,5756"
"2017-02-03 08:13:39.000000";"78,9474"
"2017-02-03 08:13:42.000000";"78,0234"
"2017-02-03 08:13:43.000000";"78,0234"
"2017-02-03 08:13:44.000000";"77,4194"
"2017-02-03 08:13:47.000000";"77,0218"
"2017-02-03 08:13:48.000000";"68,4931"
"2017-02-03 08:13:55.000000";"67,4916"
"2017-02-03 08:13:56.000000";"84,1515"
"2017-02-03 08:13:58.000000";"84,0336"
"2017-02-03 08:14:00.000000";"84,0336"
"2017-02-03 08:14:01.000000";"44,5104"
"2017-02-03 08:14:02.000000";"44,0205"
"2017-02-03 08:14:04.000000";"93,4579"
"2017-02-03 08:14:06.000000";"81,1908"
"2017-02-03 08:14:07.000000";"80,429"
"2017-02-03 08:14:09.000000";"80"
"2017-02-03 08:14:10.000000";"74,3494"
"2017-02-03 08:14:11.000000";"71,8563"
"2017-02-03 08:14:12.000000";"72,9927"
"2017-02-03 08:14:13.000000";"74,1656"
"2017-02-03 08:14:14.000000";"78,329"
"2017-02-03 08:14:15.000000";"43,3839"
"2017-02-03 08:14:16.000000";"66,8896"
"2017-02-03 08:14:17.000000";"172,911"
"2017-02-03 08:14:18.000000";"75,5667"
"2017-02-03 08:14:20.000000";"75"
"2017-02-03 08:14:21.000000";"69,8487"
"2017-02-03 08:14:23.000000";"69,0449"
"2017-02-03 08:14:25.000000";"69,0449"
"2017-02-03 08:14:26.000000";"140,845"
"2017-02-03 08:14:28.000000";"73,4394"
"2017-02-03 08:14:29.000000";"68,9655"
"2017-02-03 08:14:31.000000";"68,0272"
"2017-02-03 08:14:33.000000";"68,0272"
"2017-02-03 08:14:34.000000";"172,414"
"2017-02-03 08:14:35.000000";"100,84"
"2017-02-03 08:14:36.000000";"56,338"
"2017-02-03 08:14:37.000000";"76,6283"
"2017-02-03 08:14:38.000000";"50,5476"
"2017-02-03 08:14:40.000000";"50"
"2017-02-03 08:14:41.000000";"73,9827"
"2017-02-03 08:14:45.000000";"73,0816"
"2017-02-03 08:14:46.000000";"74,7198"
"2017-02-03 08:14:48.000000";"74,0741"
"2017-02-03 08:14:50.000000";"74,0741"
"2017-02-03 08:14:51.000000";"138,249"
"2017-02-03 08:14:52.000000";"62,5652"
"2017-02-03 08:14:53.000000";"87,2093"
"2017-02-03 08:14:55.000000";"103,093"
"2017-02-03 08:14:56.000000";"91,3242"
"2017-02-03 08:14:57.000000";"63,4921"
"2017-02-03 08:14:58.000000";"77,5194"
"2017-02-03 08:14:59.000000";"76,7263"
"2017-02-03 08:15:00.000000";"86,9565"
"2017-02-03 08:15:01.000000";"147,783"
"2017-02-03 08:15:02.000000";"77,3196"
"2017-02-03 08:15:03.000000";"40,3769"
"2017-02-03 08:15:04.000000";"42,9185"
"2017-02-03 08:15:05.000000";"62,5652"
"2017-02-03 08:15:06.000000";"73,4394"
"2017-02-03 08:15:11.000000";"73,0816"
"2017-02-03 08:15:12.000000";"77,2201"
"2017-02-03 08:15:14.000000";"77,0218"
"2017-02-03 08:15:16.000000";"75,3769"
"2017-02-03 08:15:17.000000";"77,9221"
"2017-02-03 08:15:18.000000";"76,7263"
"2017-02-03 08:15:19.000000";"78,125"
"2017-02-03 08:15:21.000000";"78,0234"
"2017-02-03 08:15:22.000000";"76,2389"
"2017-02-03 08:15:23.000000";"76,0456"
"2017-02-03 08:15:24.000000";"76,0456"
"2017-02-03 08:15:25.000000";"77,0218"
"2017-02-03 08:15:26.000000";"77,0218"
"2017-02-03 08:15:27.000000";"76,3359"
"2017-02-03 08:15:29.000000";"76,3359"
"2017-02-03 08:15:30.000000";"63,9659"
"2017-02-03 08:15:32.000000";"172,911"
